0 33236.47241
0.100380951999999 33236.47241
0.101047619 32950.14019
0.101088435 32807.90045
0.101170067999999 32501.81725
0.101299319999999 31944.22316
0.101340136 31373.56568
0.101380952 30969.01522
0.101421768999998 30547.64766
0.101462584999999 29487.23214
0.101510203999999 28710.97239
0.101551019999999 28096.59946
0.101571428999998 27356.9485
0.101591836999999 23009.88901
0.101632653 22307.43253
0.101673469 20680.9314
0.101687075 18925.79429
0.101693877999999 17083.95874
0.101707482999999 16658.22342
0.101727891 15645.36406
0.101748298999999 14757.79564
0.101782313 12794.40697
0.101802720999999 12138.38991
0.101823129 11400.34711
0.101836734999999 10276.04972
0.101857142999999 9728.09283
0.101877551 9499.355721
0.101891155999999 8076.777004
0.101911564999999 6426.482574
0.101918367 5988.055357
0.101938774999999 4875.750407
0.101959183999999 4103.944459
0.101979592 3358.528979
0.101999999999999 2718.940193
0.102020408 2210.696063
0.102054421999999 1933.238176
0.102061223999998 1882.345132
0.102088434999999 1831.470846
0.102102040999999 1797.456632
0.102122449 1783.256856
0.102163265 1769.169257
0.102272109 1783.256856
0.102306121999998 1846.054542
0.102340135999999 1874.219392
0.102380951999999 1924.89274
0.102414966 2127.809393
0.102448979999999 2386.281475
0.102489795999999 2687.753562
0.102523808999999 2947.617424
0.102557823 3409.76932
0.102598638999999 3766.500661
0.102632652999999 4193.68316
0.102666667 4426.708949
0.102707483 4946.570765
0.102741496999999 5615.863214
0.102775509999999 6110.175319
0.102816326 6595.478419
0.10285034 7176.016921
0.102884353999999 7657.12748
0.102918366999999 8624.494585
0.102959184 9242.615906
0.102993196999999 9756.190198
0.103027210999999 10328.046
0.103068026999999 11028.43086
0.103102041 11818.84335
0.103136053999999 12466.57607
0.103176870999999 13360.06106
0.103210884 14536.02273
0.103244898 15999.0042
0.103285713999999 16754.58932
0.103319727999999 18085.32922
0.103353741 19381.51273
0.103428570999999 21240.08261
0.103537414999998 23344.10804
0.103612244999999 24819.55655
0.103680271999999 25991.70997
0.103789116 27515.20528
0.103897959 28710.97239
0.104006802999999 29722.03404
0.104115645999999 30768.70041
0.104258502999999 31600.59504
0.104367346999999 32221.81409
0.10447619 32713.41525
0.104585034 33212.51665
0.104659863999999 33476.98237
0.104768706999998 33865.42359
0.104911564999999 34110.48485
0.105095237999999 34506.27675
0.105238094999999 34906.66112
0.105421769 35184.61703
0.105598638999999 35311.69124
0.105891155999999 35464.78625
0.107408162999999 35464.78625
0.107591837 35184.61703
0.107809523999999 34781.04447
0.108020408 34655.87986
0.108238094999999 34506.27675
0.108455781999999 34506.27675
0.108748298999999 34258.37199
0.109217687 33987.73335
0.109687074999999 33719.23274
0.11 33332.46835
0.200380951999998 33236.47241
0.201047618999999 32950.14019
0.201088435 32807.90045
0.201170067999998 32501.81725
0.201299319999999 31944.22316
0.201340135999999 31373.56568
0.201380952 30969.01522
0.201421768999998 30547.64766
0.201462584999999 29487.23214
0.201510203999999 28710.97239
0.201551019999999 28096.59946
0.201571428999998 27356.9485
0.201591836999999 23009.88901
0.201632652999999 22307.43253
0.201673469 20680.9314
0.201687074999999 18925.79429
0.201693877999999 17083.95874
0.201707482999999 16658.22342
0.201727891 15645.36406
0.201748298999999 14757.79564
0.201782312999999 12794.40697
0.201802720999999 12138.38991
0.201823129 11400.34711
0.201836734999999 10276.04972
0.201857142999999 9728.09283
0.201877551 9499.355721
0.201891155999999 8076.777004
0.201911564999998 6426.482574
0.201918367 5988.055357
0.201938774999999 4875.750407
0.201959183999998 4103.944459
0.201979591999999 3358.528979
0.201999999999999 2718.940193
0.202020408 2210.696063
0.202054421999999 1933.238176
0.202061223999998 1882.345132
0.202088434999999 1831.470846
0.202102040999999 1797.456632
0.202122449 1783.256856
0.202163265 1769.169257
0.202272109 1783.256856
0.202306121999998 1846.054542
0.202340135999999 1874.219392
0.202380951999999 1924.89274
0.202414966 2127.809393
0.202448979999999 2386.281475
0.202489795999999 2687.753562
0.202523808999999 2947.617424
0.202557823 3409.76932
0.202598638999998 3766.500661
0.202632652999999 4193.68316
0.202666667 4426.708949
0.202707483 4946.570765
0.202741496999999 5615.863214
0.202775509999999 6110.175319
0.202816325999999 6595.478419
0.20285034 7176.016921
0.202884353999999 7657.12748
0.202918366999999 8624.494585
0.202959184 9242.615906
0.202993196999998 9756.190198
0.203027210999999 10328.046
0.203068026999999 11028.43086
0.203102041 11818.84335
0.203136053999999 12466.57607
0.203176870999999 13360.06106
0.203210883999999 14536.02273
0.203244898 15999.0042
0.203285713999998 16754.58932
0.203319727999999 18085.32922
0.203353741 19381.51273
0.203428570999999 21240.08261
0.203537414999998 23344.10804
0.203612244999999 24819.55655
0.203680271999998 25991.70997
0.203789116 27515.20528
0.203897958999999 28710.97239
0.204006802999999 29722.03404
0.204115645999999 30768.70041
0.204258502999999 31600.59504
0.204367346999999 32221.81409
0.20447619 32713.41525
0.204585034 33212.51665
0.204659863999999 33476.98237
0.204768706999998 33865.42359
0.204911564999998 34110.48485
0.205095237999999 34506.27675
0.205238094999999 34906.66112
0.205421769 35184.61703
0.205598638999998 35311.69124
0.205891155999999 35464.78625
0.207408162999999 35464.78625
0.207591836999999 35184.61703
0.207809523999999 34781.04447
0.208020408 34655.87986
0.208238094999999 34506.27675
0.208455781999998 34506.27675
0.208748298999999 34258.37199
0.209217686999999 33987.73335
0.209687074999998 33719.23274
0.21 33332.46835
0.300380951999998 33236.47241
0.301047618999999 32950.14019
0.301088434999999 32807.90045
0.301170067999998 32501.81725
0.301299319999999 31944.22316
0.301340135999999 31373.56568
0.301380951999999 30969.01522
0.301421768999998 30547.64766
0.301462584999998 29487.23214
0.301510203999998 28710.97239
0.301551019999999 28096.59946
0.301571428999998 27356.9485
0.301591836999999 23009.88901
0.301632652999999 22307.43253
0.301673469 20680.9314
0.301687074999999 18925.79429
0.301693877999999 17083.95874
0.301707482999998 16658.22342
0.301727890999999 15645.36406
0.301748298999999 14757.79564
0.301782312999999 12794.40697
0.301802720999998 12138.38991
0.301823129 11400.34711
0.301836734999999 10276.04972
0.301857142999998 9728.09283
0.301877550999999 9499.355721
0.301891155999999 8076.777004
0.301911564999998 6426.482574
0.301918367 5988.055357
0.301938774999999 4875.750407
0.301959183999998 4103.944459
0.301979591999999 3358.528979
0.301999999999998 2718.940193
0.302020408 2210.696063
0.302054421999998 1933.238176
0.302061223999998 1882.345132
0.302088434999999 1831.470846
0.302102040999998 1797.456632
0.302122448999999 1783.256856
0.302163265 1769.169257
0.302272108999999 1783.256856
0.302306121999998 1846.054542
0.302340135999999 1874.219392
0.302380951999999 1924.89274
0.302414966 2127.809393
0.302448979999998 2386.281475
0.302489795999999 2687.753562
0.302523808999999 2947.617424
0.302557823 3409.76932
0.302598638999998 3766.500661
0.302632652999999 4193.68316
0.302666666999999 4426.708949
0.302707483 4946.570765
0.302741496999998 5615.863214
0.302775509999999 6110.175319
0.302816325999999 6595.478419
0.30285034 7176.016921
0.302884353999999 7657.12748
0.302918366999999 8624.494585
0.302959183999999 9242.615906
0.302993196999998 9756.190198
0.303027210999999 10328.046
0.303068026999999 11028.43086
0.303102041 11818.84335
0.303136053999998 12466.57607
0.303176870999999 13360.06106
0.303210883999999 14536.02273
0.303244898 15999.0042
0.303285713999998 16754.58932
0.303319727999999 18085.32922
0.303353740999999 19381.51273
0.303428570999998 21240.08261
0.303537414999998 23344.10804
0.303612244999999 24819.55655
0.303680271999998 25991.70997
0.303789116 27515.20528
0.303897958999999 28710.97239
0.304006802999999 29722.03404
0.304115645999999 30768.70041
0.304258502999999 31600.59504
0.304367346999998 32221.81409
0.30447619 32713.41525
0.304585033999999 33212.51665
0.304659863999998 33476.98237
0.304768706999998 33865.42359
0.304911564999998 34110.48485
0.305095237999999 34506.27675
0.305238094999999 34906.66112
0.305421768999999 35184.61703
0.305598638999998 35311.69124
0.305891155999998 35464.78625
0.307408162999999 35464.78625
0.307591836999999 35184.61703
0.307809523999999 34781.04447
0.308020408 34655.87986
0.308238094999999 34506.27675
0.308455781999998 34506.27675
0.308748298999998 34258.37199
0.309217686999999 33987.73335
0.309687074999998 33719.23274
0.309999999999999 33332.46835
0.400380951999998 33236.47241
0.401047618999999 32950.14019
0.401088434999999 32807.90045
0.401170067999998 32501.81725
0.401299319999999 31944.22316
0.401340135999999 31373.56568
0.401380951999999 30969.01522
0.401421768999998 30547.64766
0.401462584999998 29487.23214
0.401510203999998 28710.97239
0.401551019999998 28096.59946
0.401571428999998 27356.9485
0.401591836999999 23009.88901
0.401632652999999 22307.43253
0.401673468999999 20680.9314
0.401687074999999 18925.79429
0.401693877999999 17083.95874
0.401707482999998 16658.22342
0.401727890999999 15645.36406
0.401748298999998 14757.79564
0.401782312999999 12794.40697
0.401802720999998 12138.38991
0.401823128999999 11400.34711
0.401836734999999 10276.04972
0.401857142999998 9728.09283
0.401877550999999 9499.355721
0.401891155999999 8076.777004
0.401911564999998 6426.482574
0.401918366999999 5988.055357
0.401938774999999 4875.750407
0.401959183999998 4103.944459
0.401979591999999 3358.528979
0.401999999999998 2718.940193
0.402020407999999 2210.696063
0.402054421999998 1933.238176
0.402061223999998 1882.345132
0.402088434999999 1831.470846
0.402102040999998 1797.456632
0.402122448999999 1783.256856
0.402163264999999 1769.169257
0.402272108999999 1783.256856
0.402306121999998 1846.054542
0.402340135999998 1874.219392
0.402380951999999 1924.89274
0.402414965999999 2127.809393
0.402448979999998 2386.281475
0.402489795999998 2687.753562
0.402523808999999 2947.617424
0.402557822999999 3409.76932
0.402598638999998 3766.500661
0.402632652999999 4193.68316
0.402666666999999 4426.708949
0.402707482999999 4946.570765
0.402741496999998 5615.863214
0.402775509999999 6110.175319
0.402816325999999 6595.478419
0.40285034 7176.016921
0.402884353999998 7657.12748
0.402918366999999 8624.494585
0.402959183999999 9242.615906
0.402993196999998 9756.190198
0.403027210999998 10328.046
0.403068026999999 11028.43086
0.403102040999999 11818.84335
0.403136053999998 12466.57607
0.403176870999998 13360.06106
0.403210883999999 14536.02273
0.403244898 15999.0042
0.403285713999998 16754.58932
0.403319727999999 18085.32922
0.403353740999999 19381.51273
0.403428570999998 21240.08261
0.403537414999998 23344.10804
0.403612244999999 24819.55655
0.403680271999998 25991.70997
0.403789115999999 27515.20528
0.403897958999999 28710.97239
0.404006802999999 29722.03404
0.404115645999998 30768.70041
0.404258502999998 31600.59504
0.404367346999998 32221.81409
0.404476189999999 32713.41525
0.404585033999999 33212.51665
0.404659863999998 33476.98237
0.404768706999998 33865.42359
0.404911564999998 34110.48485
0.405095237999998 34506.27675
0.405238094999999 34906.66112
0.405421768999999 35184.61703
0.405598638999998 35311.69124
0.405891155999998 35464.78625
0.407408162999998 35464.78625
0.407591836999999 35184.61703
0.407809523999998 34781.04447
0.408020408 34655.87986
0.408238094999999 34506.27675
0.408455781999998 34506.27675
0.408748298999998 34258.37199
0.409217686999999 33987.73335
0.409687074999998 33719.23274
0.409999999999999 33332.46835
0.500380951999998 33236.47241
0.501047618999999 32950.14019
0.501088434999999 32807.90045
0.501170067999998 32501.81725
0.501299319999999 31944.22316
0.501340135999999 31373.56568
0.501380951999999 30969.01522
0.501421768999998 30547.64766
0.501462584999998 29487.23214
0.501510203999998 28710.97239
0.501551019999998 28096.59946
0.501571428999998 27356.9485
0.501591836999999 23009.88901
0.501632652999999 22307.43253
0.501673468999999 20680.9314
0.501687074999999 18925.79429
0.501693877999999 17083.95874
0.501707482999998 16658.22342
0.501727890999999 15645.36406
0.501748298999998 14757.79564
0.501782312999999 12794.40697
0.501802720999998 12138.38991
0.501823128999999 11400.34711
0.501836734999999 10276.04972
0.501857142999998 9728.09283
0.501877550999999 9499.355721
0.501891155999998 8076.777004
0.501911564999998 6426.482574
0.501918366999999 5988.055357
0.501938774999999 4875.750407
0.501959183999998 4103.944459
0.501979591999999 3358.528979
0.501999999999998 2718.940193
0.502020407999999 2210.696063
0.502054421999998 1933.238176
0.502061223999998 1882.345132
0.502088434999998 1831.470846
0.502102040999998 1797.456632
0.502122448999999 1783.256856
0.502163264999999 1769.169257
0.502272108999999 1783.256856
0.502306121999998 1846.054542
0.502340135999998 1874.219392
